id,clean_comment,Label_API,Person_1,Person_2,emotion
885,"nói xin lỗi trước nha, nhưng nghe giọng review của quản trị viên nghe mắc ẻ thật sự, tôi góp ý thật lòng nên để giọng gogle như xưa nếu muốn kênh phát triển lâu dài, với giọng review này thì dù bộ phim có hay đến đâu cũng chẳng muốn xem, giọng thật phải hay, truyền cảm, hài hước, lúc trầm, lúc bổng, tên nhân vật tiếng anh nói phải chuẩn như mọt review thì hãng để giọng thật, chứ giọng thật thế này xem được 3 giây mắc ẻ 🤮, hết xem nổi 😥","anger, disgust, sadness, other","anger, disgust, sadness, surprise","anger, disgust, sadness, other","anger, disgust, sadness, surprise"
886,phim này có vietsub ở việt nam chưa nhỉ.,"surprise, other","surprise, other","surprise, other","surprise, other"
887,huhu em nhớ giọng trước kia của chị quá ạ = (,"sadness, surprise","sadness, disgust","sadness, surprise","sadness, disgust"
888,chị quay trở lại giọng cũ đi ạ,other,other,other,other
889,y như hoạt hình à không nó là hoạt hình bà luôn rồi,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
890,em tưởng rap không á,"surprise, other","surprise, other","surprise, other","surprise, other"
891,thông minh nhưng báo quá báo 🤣 ,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
892,chào chị nha,enjoyment,enjoyment,enjoyment,enjoyment
893,giọng thật của chị đâu rồi mấy giọng này em nghe không quen,"disgust, surprise","disgust, surprise, other","disgust, surprise","disgust, surprise"
894,báo quá triệu,"surprise, other","surprise, other","surprise, other","surprise, other"
895,giọng thật của vân anh nè đk nhỉ lâu rồi không nghe giọng chị nên không nhớ giọng chị ạ,"sadness, surprise","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
896,nhớ giọng củ,"sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
897,thời gian qua chị bị gì v ạ,other,other,other,other
898,tôi nghi bị hack kênh rồi,"fear, disgust, surprise","fear, disgust, surprise","fear, surprise, disgust","fear, surprise, disgust"
899,kênh bán rồi nha mọi người . anh em hủy đăng ký chuyển qua kênh vua phim new đi,"sadness, surprise, other","sadness, surprise, other","surprise, enjoyment","surprise, enjoyment"
900,nói vậy thì dương tiễn là con trai của đại công chúa và là cháu của ngọc hoàng à:>>,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
901,"lưu đào diễn xuất hay thật, lúc lạnh lùng nhìn đúng chán ghét, lúc tình cảm thì tràn đầy ấm áp, lúc bi thương thì ngập tràn thống khổ . xem khúc giao cơ đau đớn vì chồng con chết mà nước mắt tuôn theo, khóc gần nửa tiếng vì cảnh đó ...","sadness, anger, disgust, fear","sadness, anger, disgust, fear","sadness, anger, disgust, fear","sadness, anger, disgust, fear"
902,nhờ phim này mới biết số phận của dương tiễn giống với trầm hương nên trong phim trầm hương dương tiễn lúc nào cũng nương tay và nặng lòng với trầm hương,"sadness, other","sadness, other","sadness, other","sadness, other"
903,tôi rấi thích giao long 😍,enjoyment,enjoyment,enjoyment,enjoyment
904,phim hài vãi lồn 😂 có cô vợ cái gì cũng có thể biến ra được kể cả bao cao su,"enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
905,"phim hay,,, xem tập phim này mới biết nhi lang thần xuất thân từ đâu, phim hay quá 👍","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
906,khúc cuối còn thấy hổ yêu thở phập phình bụng nữa . cười lăn,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
907,long phụng là những con vật tui thích nhất 👍😍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
908,bởi vì ông là ngọc hoàng nên ông có quyền có vợ có con 😂,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
909,"người lớn thêm cả trục5 xác vẫn y nguyên, đạo diễn hay thật","surprise, other","surprise, other","surprise, other","surprise, other"
910,"làm thần tiên cũng thích thật . vẫy tay 1 cái muốn gì được nấy . muốn tròn được tròn, muốn dài được dài . kể cả dài ra chảy xệ cũng có thể thành tròn vo . 😂","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
911,phim hay quá xem mà khóc theo,"sadness, enjoyment","sadness, enjoyment","sadness, enjoyment","sadness, enjoyment"
912,mấy ekip cầm máy quạt hơi mệt à 🤣 quạt ba lá rừng cảnh này . ,"surprise, enjoyment","enjoyment, surprise","surprise, enjoyment","surprise, enjoyment"
913,giông câu chuyện tìm mẹ của người xưa hay kể lúc mình còn bé,"sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
914,"bắt con trộm long châu thì có 1 đứa, đi bắt bà tiên nữ thì cả bầy tiên 😂","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
915,tưởng tiểu long nữ xuất hiện không chứ 🤣,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
916,dòng máu thần tiên 🧚‍♀️ cười ỉa 🤣,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
917,phim này hài quá mức rồi 😂,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
918,người họ dương không ăn tim . chính là lý do này,"disgust, surprise","disgust, surprise","disgust, surprise","disgust, surprise"
919,từ nay ông trời là anh vợ của huynh 🤣 hài vãi,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
920,"không khí nhộn nhịp sôi động của sài gòn trong mùa giáng sinh nick nguyen cập nhật . văn hóa quê hương luôn là nỗi nhớ khi sống nơi xứ người . nhìn cảnh tấp nập náo nhiệt, cảm giác nôn nao muốn được trở về . cảm ơn em nhiều ngày mới an lành nhé.","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
921,những lễ hội thế này có chổ để tụi nhỏ ra chơi và giao lưu văn hóa cùng nghệ thuật...vui quá!! cô cám ơn nick!,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
922,sài gòn trẻ trung và năng động ❤️️️👍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
923,"good job, nick! ít nhất quay youtube cũng phải như thế, cho mọi người nghe các ban nhạc chơi . mình đang chờ các clip sau của nick.","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
924,"wow, vui quá, sài gòn tuyệt đỉnh.","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
925,"cám ơn nick chia sẻ video về saigon, vì đã lâu chưa về 💕 ....... from deutschland 🇩🇪","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
926,việt nam chỗ nào cũng đông vui náo nhiệt quá nick ơi và nhiều người đẹp chứ không phải áo dài đẹp 😁💯👌thank nick,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
927,"vui quá ha nick, chổ nào cũng đông vui . chúc nick đi nhạc hội vui vẽ nhé.😊 f. dk","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
928,oi việt nam mình mói đúng là thien đường của tre em . nhiều chỗ vui chơi ngoài trời quá hé 👍,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
929,"nick ơi, việt nam thì có lễ hội thường xuyên và luôn để lại những bãi rác…chú thì không bao giờ tới những nơi như vầy…","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other"
930,cam on nick le thôi vui qua chuc ban thanh congrats,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
931,những ngày rộn rịp cuối năm ở sài gòn,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
932,qua em cũng đi nữa mà âm nhạc nhật bản hay hpnw,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
933,quẫy lên moi ngay ơi,other,other,other,other
934,tuần sau bắt đầu trang trí đường hoa người huệ,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
935,"ở việt nam vui và sôi động quá, mình ở nhật buồn quá, ở nhật ủ rủ quá mọi người ạ, muốn về việt nam mà chưa có đk","sadness, enjoyment","sadness, enjoyment","sadness, enjoyment","sadness, enjoyment"
936,vở kịch ra đời cách đây hơn 30 năm vẫn còn mang tính thời sự nóng hổi.,"fear, surprise, anger","fear, surprise, anger","fear, surprise, anger","fear, surprise, anger"
937,cám ơn lưu quang vũ . nhà soạn kịch trứ danh . đã nói lên được tính thời sự của đất nước lấy mẫu của người tù oan tạ đình đề.,"sadness, disgust, surprise","sadness, disgust, surprise, other","sadness, disgust, surprise, other","sadness, disgust, surprise, other"
938,vở kịch hay đến từng câu thoại . quá tuyệt vời 😍  ,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
939,thật khâm phục những con người đi trước mở đường,other,other,other,other
940,"hay cho câu lạ thật lúc chúng tôi làm ăn yếu kém bê bết thì không có ai nhòm ngó gì tới, đến khi làm ăn thấm khá hơn được 1 chút thì hết phái đoàn nọ tới phái đoàn kia tới kiểm tra chất vấn phê phán;)) giờ năm 2022 rồi vẫn quá chuẩn","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other","sadness, surprise, other"
941,"chỉ xem thu quỳnh đóng phim, nay lai thấy diễn kịch, rât dễ thương, giọng truyền cảm","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
942,sâu sắc và thâm thúy.,"sadness, surprise","sadness, surprise","sadness, surprise","sadness, surprise"
943,nhân vật giám đốc là nguyên mẫu tạ đình đề . 🥰,enjoyment,enjoyment,enjoyment,enjoyment
944,thu quỳnh diễn đạt quá!!!,"surprise, enjoyment","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
945,vở kịch tuyệt vời,other,other,other,other
946,mong trở thành hiện thực,other,other,other,other
947,kịch hay quá,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
948,"tôi đã xem vở kịch này 3 lần với 3 dàn thế hệ diễn viên khác nhau . lần đầu là năm 1985, với thế hệ diễn viên như nói trần vân, hoàng cúc, hoàng dũng...nhưng hồi đó tôi còn bé nên xem chả hiểu gì mấy . lần thứ 2 là năm 2003, cũng là của nh kịch hà nội dàn dựng nhưng với dàn diễn viên 7x như thanh tùng, thu hà .. và hôm nay vào kênh youtube này xem là lần thứ 3.","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
949,vấn đề vẫn còn mang tính thời sự,"fear, surprise, other","fear, surprise, other","fear, surprise, other","fear, surprise, other"
950,"xem kịch của lưu quang vũ, về độ sâu sắc thì không biết thế nào cho đủ . nhưng về kịch bản, lời thoại thì không thừa 1 câu 1 chữ nào",other,other,other,other
951,đúng là lưu quang vũ,enjoyment,enjoyment,enjoyment,enjoyment
