cid,text,time,author,channel,votes,heart
UgykEz8HF7CI5_Xqc9Z4AaABAg,nhìn mây  chú bô ₫ôi giông  ngày xua dây cung là trung cho bác Hô và Viet Nam🥰🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳👍🥰😍😻🌙,3 tuần trước,Letri Nguyen,UCafJHCnuT5ZH1bePk9kKEjQ,19,FALSE
,,,,,,
UgwZsPkhpaIDEos4iEd4AaABAg,Cam mỹ 😂,37 phút trước,Huê Trương,UCJJ92-8IR30DIIYsEar-N9w,0,FALSE
,,,,,,
UgyLaJBRP48FI7M7xBp4AaABAg,United States of Claimbodia LOST…,1 giờ trước,Krist EX,UCgeEQHJbU051B7rreQiPW8Q,0,FALSE
,,,,,,
UgxarmXwzPR7XVrSzWt4AaABAg,Cambodia nhưng nó lạ lắm,2 phút trước,Tuan Vovan,UCPLQO3HQw4qx9-alyd_BLGA,0,FALSE
,,,,,,
Ugxb7tQG8ZYcBrwyJk94AaABAg,"Mong rằng mọi người sẽ thích những sản phẩm này trong Album của mình !!!
Cùng đợi Mời Trầu nhé <3 

- Nhất Thân 
- Ái Nộ 
- Mời Trầu
- ???
- ???",1 năm trước (đã chỉnh sửa),Masew,UCpm6kKrf5OdNRZ9hMgk3gsA,10 N,FALSE
,,,,,,
UgxqsIJjUZ5wa4O8tet4AaABAg,Hay quá anh Masiu ơi.... ủa nhầm anh Masew ơi.,1 năm trước,Long Nón Lá,UCnicUh3j6A3h0XYm4mXa2Qw,10 N,FALSE
,,,,,,
UgxB_pUA1rHBM-NxDG14AaABAg,Lâu lâu mới thấy 1 siêu phẩm thực sự đỉnh thế này .. Tuyệt vời,1 năm trước,Oppa Huy IDol,UCo5OS1s56fEDwGS3NrEHGww,"2,9 N",FALSE
,,,,,,
UgyNwr6-eRap9v5UySx4AaABAg,"Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có
Ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này

Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
À í a í a
Đừng dối em ơi, toàn là văn thôi
1 lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai

Khói sương thật mơ màng
Chết trong sự ngỡ ngàng
Đôi ba lời câu hình thức ta ngân nga để lại cho nàng
Rồi giờ này nàng cùng với ai?
Chẳng còn ngày nào mặn nồng với ta
Đời sang trang linh hồn lang thang
Phận này ngang ngang một mình lướt trên con đò
Tình tang tang giai điệu ngân vang
Từ biệt nhân gian à ý aa
Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
A í a í a
Đừng dối em ơi, toàn là văn thôi
1 lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai",1 năm trước,30.Đinh Thị Phương Thảo,UC5hY197wM6rveFYwqj3p8EQ,3 N,FALSE
,,,,,,
Ugwks3f1E6nsmte9mY54AaABAg,"It sounds very melodious, graceful and light. I  feel it has a combination of ethnic charm and modern style. Some people say that there's a flute in it, and I also feel  it sounds like a cucurbit in my country China. But this is not important, what's  important is that this song is unique, different from many ordinary pop love songs.♥♥",2 tháng trước,CIEL,UC070cdUd_dBIat9MCVELoYQ,50,FALSE
,,,,,,
UgxTM8mgoIzKpTvtn0J4AaABAg,"quá tuyệt vời, từng giai âm được chỉnh chu đến mức không còn gì để chê được. Giọng bạn hát gọi là sự pha trộn hoàn hảo giữa kĩ thuật và cảm xúc.",11 tháng trước,Dat Luong,UC0t-nuNTz1yiwC6L_bo7F3A,168,FALSE
,,,,,,
Ugzly5illuRXGMDb4_l4AaABAg,"""I love this song and tone more than my country's songs.""❤️❤️❤️❤️❤️",1 năm trước,Ka-k-ki Na-v-m,UC8CnPQ166RTgHNArqJTzKAg,315,FALSE
,,,,,,
UgyN-JfNwq6apavYGy54AaABAg,i love the melody of this song💞,1 năm trước,cool Dũng,UCTJmV5CVt85vEoldewJlLMw,101,FALSE
,,,,,,
UgyitSqbXkaEOZpRXbp4AaABAg,Nhức cái nách thiệt chớ Masew ơiii,1 năm trước,Thái Quỳnh Official,UCmdGBAtq2TYFUibgWH35Oag,"1,4 N",FALSE
,,,,,,
Ugyoen3a4CQP7Ubkpth4AaABAg,"Đỉnh cao của Masew là remix tiếng nhạc có tiếng nhạc cụ âm nhạc như sáo và đàn thập lục ... 
Quá đỉnh !",1 năm trước,Andy Tran,UCPpvpkXiAU-_dW_DMDwDwNg,155,FALSE
,,,,,,
UgxGr3NDbaJ9KlumTR54AaABAg,"Lyrics:
Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có
Ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này

Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
À í a í a
Đừng dối em ơi, toàn là văn thôi
1 lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai

Khói sương thật mơ màng
Chết trong sự ngỡ ngàng
Đôi ba lời câu hình thức ta ngân nga để lại cho nàng
Rồi giờ này nàng cùng với ai?
Chẳng còn ngày nào mặn nồng với ta
Đời sang trang linh hồn lang thang
Phận này ngang ngang một mình lướt trên con đò
Tình tang tang giai điệu ngân vang
Từ biệt nhân gian à ý aa
Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
A í a í a
Đừng dối em ơi, toàn là văn thôi
1 lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai
              Chúc các cậu 1 ngày zui zẻ!",1 tháng trước,Chi Linh,UCOmffW9VmIdc0nxIU3hYUSA,2,FALSE
,,,,,,
UgyicfQMy9d28A1D2Bd4AaABAg,Giờ mới có dịp nghe nhạc của anh. Kết hợp giữa nhạc dân gian và hiện đại đúng là đẳng cấp quá anh ạ,1 tháng trước,Công Minh,UCpbRQ-ubblnAHTljT_GQ1Yw,3,FALSE
,,,,,,
UgwZif9JaAcaKGUZI5d4AaABAg,Kết hợp nhạc cụ dân tộc nghe rất thiên nhiên,1 năm trước,Nguyễn Đình Nguyên 10_03 YHCT,UCaOtFu6MldLLBALDTT_VLzQ,96,FALSE
,,,,,,
UgwJVP__S1CM5IBkTL54AaABAg,Quá là hay :)) mong a có ra nhiêu sản phẩm thành công hơn nữa :)),1 năm trước,Thanh Xuan,UC50kKIvefM3HH6p0oOkdmVQ,82,FALSE
,,,,,,
Ugw8W61oMOCJvmNXasB4AaABAg,"Lyrics
Người đi xa có nhớ chăng?

Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về?

Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này

Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa!
Đừng hứa đôi ba lời cuội nhăng nha đừng để
À í a í a~
Đừng dối em ơi, toàn là văn thôi..
1 lần đau thôi anh đủ mệt rồi!
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai!
    - - - - - - - - - - - - - - - - - - -


Khói sương thật mơ màng..
Chết trong sự ngỡ ngàng..
Đôi ba lời câu hình thức ta ngân nga để lại cho nàng
Rồi giờ này nàng cùng với ai?
Chẳng còn ngày nào mặn nồng với ta..
Đời sang trang linh hồn lang thang
Phận này ngang ngang một mình lướt trên con đò
Tình tang tang giai điệu ngân vang
Từ biệt nhân gian à ý aa~
    - - - - - - - - - - - - - - - - - - -

Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về?
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi

Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
A í a í a~
Đừng dối em ơi, toàn là văn thôi 
1 lần đau thôi anh đủ mệt rồi!
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai~
                        END",1 năm trước,I am Dzú Hi,UC-xUBgc4p35DCEaEbOCXhcA,14,FALSE
,,,,,,
UgxHB3CJs1RU5ncpXQp4AaABAg,저는 한국인이고 베트남어를 배우고 있습니다. 틱톡이 저를 여기로 데려왔습니다. 이 게시물이 정말 좋습니다. Masew가 더 좋은 작품으로 나오길 바랍니다.,1 năm trước,Việtnam Nguyễn,UCsLdnEp_2vBetAWUvtUdZ3A,156,FALSE
,,,,,,
Ugz7e5Xcc8fVWmJoILd4AaABAg,"Ái nộ 🎤:  Người đi xa có nhớ chăng
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ hôm đó có ai đang trở về...
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ta mình cuội nhăng nha 
Đừng để - à.....í.....a..... í ....a
Đừng dối em ơi ,toàn là văn thôi
Một lần đau thôi
Anh đủ mệt rồi
Đừng hứa thêm chi
Lệ dài trên mi
Đừng để anh hóa ma lai",1 năm trước,🌼Sunflower🌼,UCqJ8jtZt7Bj50lZdCEFG-7A,22,FALSE
,,,,,,
UgyR0p1jeCppOrGA5ih4AaABAg,"[Em] Người đi xa có nhớ chăng [D] dòng thư tay, lời hỏi thăm
[C] Vài câu ca dưới ánh trăng mờ hôm [Am] đó có [D] ai đang trở về
[Em] Lệ dần phai theo tháng năm [D] lời biệt ly sao khó khăn
[C] Vùi đầu trong chăn gối mong được [Am] nói hết [D] tâm tư này.

Đừng [Em] dối em ơi, đừng lừa em ơi
Đừng [D] vờn con tim anh như trò đùa
Đừng [C] hứa đôi ba lời cuội nhăng nha
Đừng [Am] để à í [D] a í a.

Đừng [Em] dối em ơi, toàn là văn thôi
[D] Một lần đau thôi anh đủ mệt rồi
Đừng [C] hứa thêm chi lệ dài trên mi
Đừng [Am] để anh [D] hóa ma lại.

[Em] Khói sương thật mơ màng, chết trong sự ngỡ ngàng
Đôi [D] ba lời câu hình thức ta ngân nga để lại cho nàng
[C] Rồi giờ này nàng cùng với ai chẳng [Am] còn ngày nào mặn [D] nồng với ta.

[Em] Đời sang trang linh hồn lang thang
Phận này ngang [D] ngang một mình lướt trên con đò
[C] Tình tang tang giai điệu ngân vang
Từ biệt nhân [Am] gian à í a [D] a",1 năm trước,Life balance 2022 ,UCht_MzU5okTKUYRNcqszofA,26,FALSE
,,,,,,
UgxbpqclIAelilbvvHV4AaABAg,"Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ
Hôm đó có ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối
Mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
À í a í a
Đừng dối em ơi, toàn là văn thôi
Một lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai
Khói sương thật mơ màng
Chết trong sự ngỡ ngàng
Đôi ba lời câu hình thức ta ngân nga để lại cho nàng
Rồi giờ này nàng cùng với ai?
Chẳng còn những ngày nào mặn nồng với ta
Đời sang trang linh hồn lang thang
Phận này ngang ngang một mình lướt trên con đò
Tình tình tang tang giai điệu ngân vang
Từ biệt nhân gian 
à í aa
Người đi xa có nhớ chăng?
Dòng thư tay lời hỏi thăm
Vài câu ca dưới ánh trăng mờ
Hôm đó có ai đang trở về
Lệ dần phai theo tháng năm
Lời biệt ly sao khó khăn
Vùi đầu trong chăn gối mong được nói hết tâm tư này
Đừng dối em ơi
Đừng lừa em ơi
Đừng vờn con tim anh như trò đùa
Đừng hứa đôi ba lời cuội nhăng nha đừng để
A í a í a
Đừng dối em ơi, toàn là văn thôi
Một lần đau thôi anh đủ mệt rồi
Đừng hứa thêm chi lệ dài trên mi
Đừng để anh hoá ma lai
Like đy chờ chi ?",1 năm trước (đã chỉnh sửa),Bee,UC8lCg_oLJoeCc6jUZKuvhPg,42,FALSE
,,,,,,
UgyejWuZOd-qkEfH86N4AaABAg,Nghe cuốn ghê. Cái giọng ấm quá ❤,1 năm trước,Giang Đặng,UCjmgzFlY_LibX7_kknJ6vGw,16,FALSE
,,,,,,
Ugw9HNcoomd8uKMKcoB4AaABAg,Cứ có Trấn Thành làm MC là xem hết.,1 năm trước,Hữu An Bùi,UCDu51M2vgxQNFeJ1P40JsaQ,17,TRUE
,,,,,,
Ugw-BFjfJypwAAD_orJ4AaABAg,"Cảm ơn bạn đã ủng hộ kênh youtube Madison Media Group và ekip chương trình Thách Là Chơi. Chúc bạn và gia đình thật nhiều sức khoẻ #madison, #madisonmediagroup, #thachlachoi",1 năm trước (đã chỉnh sửa),Madison Media Group,UCHNYJheRUSucT2rERYMn45A,28,FALSE
,,,,,,
UgxFOBI6nqFJUJ9OfgB4AaABAg,Một chương trình quá hấp dẫn và hồi hộp khiến mình xem ko thể nào rời mắt. Thêm sự dẫn dắt chuyên nghiệp của anh MC Trấn Thành khiến cho cuộc chơi càng thêm kịch tính 👍👍👏👏👏,1 năm trước,Nhỏ Chinh Vlog,UC62d14PxWQriGlRH3s7ZuHw,21,TRUE
,,,,,,
UgyXVN6mRdsoAOEJdpB4AaABAg,Thích a Trấn Thành dẫn chương trình.rất yêu thương mọi người và lời nói luôn làm ấm lòng bao trái tim của người chơi.chúc a và gia đình luôn nhiều SK và thật nhiều may mắn...,1 năm trước,Duyen Ky,UClWaJLFW_Ij5bXbpDJ1nixQ,116,TRUE
,,,,,,
UgwN-3ePM21MHCeWJ7t4AaABAg,"Thật sự ấn tượng với tài bắn cung của chú Minh 👍
Anh Xìn làm cho chương trình trở nên hấp dẫn hơn bao giờ hết 😍",9 tháng trước,Trâm,UC5xYobGdkiTBWRmb_9dt23w,5,FALSE
,,,,,,
UgxOwfKSRo8S4Yz-5mB4AaABAg,"Mãi yêu Tran Thành với một tâm lòng nhân hậu luôn nghĩ cho người khác, thật là đáng khen ngợi phải ko cả nhà...",1 năm trước,嚴金簪,UCGiToyZ0W8izfSkYyCm4MOg,117,TRUE
,,,,,,
Ugzpt0FrBmCSHc3W0Ax4AaABAg,lâu lắm r mới thấy a Thành chơi gameshow.Chương trình nào có a Thành là có em <3,1 năm trước,Khánh Linh Lê,UCdiy96dpUqATDqzXufWwULw,101,TRUE
,,,,,,
UgzQcR1rRHslILjAx-R4AaABAg,"1 chương trình quá hấp dẫn và tuyệt vời do Mc số 1 Trấn Thành chủ trì. T.Thành là 1 Mc có tám nhát trong giới show big, rất đáng trân trọng",1 năm trước,Cuc Pham,UCt3uIWeosV4nAMbD3VJhw3w,89,TRUE
,,,,,,
UgwFCQyM3oYW9d4Ovo14AaABAg,"Chương trình nào có anh Trấn Thành là mình lun xem ko bỏ tập nào , dẫn trương trình rất xuất sắc và hài hước hay quá",10 tháng trước,lucy liang,UCxEvydExXWMDmUvazM1p7MA,2,FALSE
,,,,,,
Ugy5DXDYeFpSGK89qGR4AaABAg,"Chương trình nào mà có anh Trấn Thành dẫn là mình xem từ đầu đến cuối luôn!
Cảm ơn CT đã cho khán giả những cảm xúc tuyệt vời ạ!",1 năm trước,Vũ Tuấn Dũng Phan,UCNtSwCVxDTBX5mKmgkpPsSg,12,TRUE
,,,,,,
UgzyiihUZf4z8t3qMIF4AaABAg,"Hãy nhìn vào những j Trấn Thành làm, mình luôn thấy a rộng lòng ủng hộ những người khó khăn nghèo khó, có mấy ai làm nghệ sĩ luôn làm đc như vậy.
Trước TT giỏi nên có 1 tgian kiêu căng, nhưng tgian từ khi lấy vợ đã rất khiêm nhường, suy nghĩ có chiều sâu, mình rất ngưỡng mộ a là 1 người vừa có tầm, có tài và có tầm <3",1 năm trước,An Meo,UCIx9ntOFr_FJS5c_R7YfzdQ,42,TRUE
,,,,,,
UgwVvbQbR-19HbsYiDR4AaABAg,"MC Trấn Thành quay lại công việc sau dịch lại đỉnh hơn xưa. Nhờ có Trấn Thành mà chương trình hấp dẫn, lôi cuốn hơn. Quá hay!",1 năm trước,Hong Quach,UCyADNrzDjJuyvCEoxOgMJMQ,52,TRUE
,,,,,,
Ugza42hZMCNy0_lyRHJ4AaABAg,Ở đâu có Trấn Thành ở đó có tui! Cảm ơn Madison nhìu ! Chương trình rất hay !,1 năm trước,Jihye Kim,UCe4GYM4_VCWtt4nfYFN9AQw,151,TRUE
,,,,,,
UgxcGxdltF5U3pwfBZx4AaABAg,Chương trình nào có chú Trấn Thành với chú Lê Dương Bảo Lâm là mình xem liền à. Thích 2 chú quá chừng♥️♥️,1 năm trước (đã chỉnh sửa),Mỹ Hiền,UClYDBm-vL3LtTqkbk5kS9cQ,3,FALSE
,,,,,,
UgxLFB9myg2ZJfgYjP14AaABAg,"Giờ mới biết chương trình này ,có trấn thành là vô coi liền ❤❤❤❤❤",11 tháng trước,Hang Hoang,UCh-mNMxaktuQPBtLLyk9ySw,2,FALSE
,,,,,,
UgwYbozKoF9Rwoe240J4AaABAg,"Chương trình có anh Thành là auto xemm, vui quá trời vui
Xíu nữa là anh Phúc thắng vòng cuối rồi hihi",1 năm trước,Nguyen Thi Thuy Trang,UCKsMSw-jr3C_VwDkUX2Imaw,2,FALSE
,,,,,,
UgzpuNNFnraM3vXbSCV4AaABAg,Gem nào có trấn Thành là không bỏ qua rất vui rất hài hước rất thích,10 tháng trước,Suc An,UCNI34r-46K5jhmOc5k450TQ,2,FALSE
,,,,,,
UgwFgArAHLB9zHnP6GR4AaABAg,"Love Tran Thanh! He is smart, attractive and kind hearted! 😍",1 năm trước,Mary Ngô 🌽,UCr3sAY7l1gtFii10WlU9elw,35,TRUE
,,,,,,
Ugx-z2VtjzR2d8dV1k94AaABAg,Tui nói ôg xìn đã cười r thêm 2 chuyên gia cười muốn trẹo hàm 🤣🤣,1 năm trước,Quỳnh Như,UC8sok1_zKTWCmBj7ImTJO3g,1,FALSE
,,,,,,
UgwgKVofPkPxmISp94t4AaABAg,"Sách hay, bé nhà mình rất thích",3 tháng trước,Thúy Lê,UCMJ-D-YB3lcG71Su2Qdx-WA,0,FALSE
,,,,,,
Ugw3m3tTExoLOlE_Zk14AaABAg,"Adin mới chỉ giúp em mua sách này ở đâu được không ạ, nếu được cho em xin đường link mua vơia ạ",7 tháng trước,Budhha song,UCqGJwSiK2TPhjL8aEGQyysQ,1,FALSE
,,,,,,
Ugx3Ksp7DJL-gFVt-fB4AaABAg,Ib,1 tháng trước,Thị Thu Hiền Nguyễn,UCLL7r6seVX374Sc-Y90isag,0,FALSE
,,,,,,
UgylXODTQ_r0IMq_xpJ4AaABAg,trò ko 2002 sử dụng tuyệt chiêu sao mọi nguoi mình chơi cái này ko bt dùng tuyệt chiêu sao,2 tháng trước,nang trinh,UCNmjZAJa_sjWmZ30LdSUXqw,0,FALSE
,,,,,,
UgwvuGxqyXr06BwRfw54AaABAg,Chỉ danh sách game 2 người đi anh,1 năm trước,28_Trần Minh Quang,UCrBxwwhdZD_yidU4BaoVSHA,6,FALSE
,,,,,,
Ugzma_Bn_ZtFEI2_6iF4AaABAg,Có clip hướng dẫn skill k ạ. Nếu chưa thì mong a ra clip hướng dẫn các skill đối kháng như KOF or Hoàng Phi Hồng...đi ạ. Cảm ơn nhìu ạ. Vì tay cầm nên cảm giác khó xài hơn cần vs phím game thùng ạ. Cảm ơn nhìu ạ,1 năm trước,Thắng Nguyễn,UCHmT1mX6Bpg6qgDSxZaLNaw,2,FALSE
,,,,,,
Ugyyws99MsngmC-O9C54AaABAg,Khúc 0:00 giây cái con game bộ đội đó khoái mỗi ông áo xanh lá  và đã phá đảo game đó . Tuổi thơ đấy ! Chỉ với một đồng xu game thùng :)),1 năm trước (đã chỉnh sửa),Phượng Nguyễn,UC1plTRNaq0Jwp3px1tEtmvw,1,FALSE
,,,,,,
Ugx-PWMnbbbop7hI1KJ4AaABAg,"anh ơi , nếu có 2 tay cầm 1 thì sao xử lý đây anh",1 năm trước,HưnH 2 Hờ,UCOlROMlUjzZLtAPoOQHZvWg,2,FALSE
,,,,,,
Ugy9FIxI50BfEY4qvS14AaABAg,Nếu máy này kết nối được tay ps3 thì quá tuyệt vời,1 năm trước,Tai Phan,UC6n3s0FRXZLyhAtsqe7qUrw,1,TRUE
,,,,,,
UgwbRi-AVXD_IuliiV94AaABAg,"Mình hỏi contra sao lại đạn max từ đầu nhỉ, b thường là đạn nhỏ chứ bạn",1 năm trước,Nam Ngo Van,UCrmRpnuy2EyBDjDDtehpBzg,2,FALSE
,,,,,,
UgyyiSJjUGcC_eGDnXR4AaABAg,Tay cầm nếu bị loạn phím có đc đổi cái khác k a,1 năm trước,OANH TRẦN THỊ,UCuxZhHjq-Aju2RB5vDoVmIA,4,FALSE
,,,,,,
UgzZlWOeW-oBEDtTfd14AaABAg,Bác nào chơi rambo lùn nhiều cho em hỏi chút khi mấy lần chết đầu tiên khi đếm giây nhấn nút start là lại hồi sinh nhưng đến khi chết nhiều quá nó vẫn hiện ra đếm giây nhưng ấn start thì không hồi sinh đc nữa mà càng bấm start thì thời gian tụt càng nhanh và thế là game over :)),1 năm trước,Bang Nguyen,UCr11MZt80q7eiVyBKgHB0WA,1,FALSE
,,,,,,
Ugw79gCMIFcHilrnXGh4AaABAg,shop ơi. cho em hỏi. mình chơi FF-IX nó có 4 disc mà khi chơi 2 disc 1 làm sao mở đc disc 2 shop nhỉ,1 năm trước,Bảo Lê Quốc,UCVTfIoAcVu294vKXJWP4ylg,1,FALSE
,,,,,,
UgzaJ2K9DA8UXebuhPR4AaABAg,bộ 3k5 game có game đấu trường thú ko bạn?,1 năm trước,Hùng Chủ,UCIIlWu_dzJ8f31_p9RNf-Zw,2,FALSE
,,,,,,
UgxIlEnVvCaX2iV8qG14AaABAg,Cho e hỏi muốn chơi game đua xe thú - game đấu trường thú - đua xe bắn súng - cảnh sát hoàng gia - game 10000 trò ko pk tìm sao ạ ! Nhờ mọi người chỉ giúp . Ai từng chơi e xin tên các trò chơi hoặc game số thứ tự bao nhiêu với ạ ! Cảm ơn mọi người nhiều ạ !,1 năm trước,Thu Truong,UCMFnUK2HhfIkpZV_bnmGKDA,1,FALSE
,,,,,,
Ugz1vBcO3owDNiwvH8R4AaABAg,Loại 32G có pokemon không,1 năm trước,Thư Nguyễn,UCD3LSGd-d07aV5p9jdyjjTA,2,FALSE
,,,,,,
Ugyiv8WP7a-2llw-3kd4AaABAg,"Cho xin danh sách game hay bạn ơi, có link tải thì xin đa tạ rất nhiều !",1 năm trước,Thanh Tùng,UCIj_iwtqwj6CHqNrhSe2Cxw,9,FALSE
,,,,,,
Ugxtcchk_8y6KJ9n-qB4AaABAg,"Làm sao kéo xuống 2 player trong game contra ạ,chỉ giúp mình vs ạ",1 tháng trước,Xuanlinh Le,UCEiGblDhn4OjAqjltjFCLkg,0,FALSE
,,,,,,
UgzQ1bVn3yHjKPtfNrV4AaABAg,đang chơi disk 1 finish xong chuyển disk 2 thì làm như thế nào nhỷ? đâu có save game rồi load disk 2 như máy ps1 được đâu?,7 tháng trước,Huy Bùi,UCasceyu-gDJrLk58uQ8sfbA,0,FALSE
,,,,,,
UgzRPwCQpqdMo8ZNRQJ4AaABAg,Nếu cho kiểm tra trước khi lấy thì ok . còn ko thì a e cẩn thận bị lửa nha . mình bị mấy lần rồi,1 năm trước,Long Chiêm,UCTn2E9_CTjIT88srNL4LFPQ,2,FALSE
,,,,,,
UgzG6wSoQHxi7gUG6EZ4AaABAg,máy này mà có một số bộ dynasty warior thì mình quất 2 con rồi,8 tháng trước,Đường Tam Tạng,UC7oqNKBmKSV4d2Rj0eBpbPg,0,FALSE
,,,,,,
UgxWtyqgksjMCpsNbpZ4AaABAg,Hướng dẫn cách làm vào máy tính đi anh,1 năm trước,Tùng Sơn,UCNZCiZpZOobCEhhCxCUTH0A,2,FALSE
,,,,,,
UgzYL0_j_UWj5uJjX9d4AaABAg,"a ơi, có cách chỉnh lại độ phân giải ko. chơi game bị bể hình hoài khó chơi quá huhu",10 tháng trước,Dương Ánh Phương,UCiPRSwGwxSHxo9OaTjIJbDw,0,FALSE
,,,,,,
UgxEq3Owy99ZtzJfAlB4AaABAg,"Thực sự là xem các clip của Billboard một phần là do edit video quá hay, rất chất lượng, có những khi còn hay hơn của bên tổ chức",3 năm trước,@power9k,UC2RwUcz_7e5qmIQ4J7KAz3A,6,FALSE
,,,,,,
UgyejVH2z1kqEAEFcSV4AaABAg,Nhóm dubo shop chất ghê vậy đó :))),3 năm trước,@NguyenThanhQuocHuy,UCscXoRzF3wGoURF0lJ_vpmg,0,FALSE
,,,,,,
UgxGcyzLqzQGIJehPa14AaABAg,Hôm đó mà LA hay d&b đánh có phải hay hơn TW không,1 năm trước,@vi1684,UC1fxWlCukyH9YaeYSVd3FFA,0,FALSE
